Training
Run	D_wins	X_wins

1.0,0,1
0.99996,1,1
0.99992,1,2
0.99988,1,3
0.99984,2,3
0.9998,3,3
0.99976,4,3
0.99972,5,3
0.99968,6,3
0.99964,7,3
0.9996,8,3
0.99956,8,4
0.99952,8,5
0.99948,9,5
0.99944,9,6
0.9994,10,6
0.99936,10,7
0.99932,10,8
0.99928,11,8
0.99924,11,9
0.9992,12,9
0.99916,13,9
0.99912,14,9
0.99908,14,10
0.99904,14,11
0.999,14,12
0.99896,14,13
0.99892,14,14
0.99888,14,15
0.99884,14,16
0.9988,15,16
0.99876,16,16
0.99872,16,17
0.99868,17,17
0.99864,18,17
0.9986,19,17
0.99856,19,18
0.99852,19,19
0.99848,19,20
0.99844,19,21
0.9984,20,21
0.99836,20,22
0.99832,21,22
0.99828,22,22
0.99824,22,23
0.9982,22,24
0.99816,22,25
0.99812,22,26
0.99808,22,27
0.99804,23,27
0.998,24,27
0.99796,24,28
0.99792,24,29
0.99788,24,30
0.99784,24,31
0.9978,24,32
0.99776,24,33
0.99772,25,33
0.99768,26,33
0.99764,27,33
0.9976,27,34
0.99756,27,35
0.99752,28,35
0.99748,29,35
0.99744,30,35
0.9974,31,35
0.99736,32,35
0.99732,32,36
0.99728,32,37
0.99724,32,38
0.9972,33,38
0.99716,33,39
0.99712,33,40
0.99708,33,41
0.99704,33,42
0.997,34,42
0.99696,35,42
0.99692,35,43
0.99688,36,43
0.99684,36,44
0.9968,37,44
0.99676,38,44
0.99672,38,45
0.99668,39,45
0.99664,40,45
0.9966,40,46
0.99656,41,46
0.99652,42,46
0.99648,42,47
0.99644,42,48
0.9964,43,48
0.99636,43,49
0.99632,44,49
0.99628,44,50
0.99624,45,50
0.9962,45,51
0.99616,46,51
0.99612,46,52
0.99608,46,53
0.99604,47,53
0.996,48,53
0.99596,49,53
0.99592,49,54
0.99588,49,55
0.99584,49,56
0.9958,50,56
0.99576,50,57
0.99572,50,58
0.99568,51,58
0.99564,52,58
0.9956,53,58
0.99556,54,58
0.99552,55,58
0.99548,56,58
0.99544,57,58
0.9954,57,59
0.99536,58,59
0.99532,59,59
0.99528,59,60
0.99524,60,60
0.9952,60,61
0.99516,60,62
0.99512,61,62
0.99508,62,62
0.99504,63,62
0.995,64,62
0.99496,64,63
0.99492,64,64
0.99488,65,64
0.99484,66,64
0.9948,67,64
0.99476,67,65
0.99472,67,66
0.99468,68,66
0.99464,69,66
0.9946,69,67
0.99456,69,68
0.99452,70,68
0.99448,70,69
0.99444,70,70
0.9944,70,71
0.99436,71,71
0.99432,71,72
0.99428,71,73
0.99424,72,73
0.9942,73,73
0.99416,73,74
0.99412,74,74
0.99408,74,75
0.99404,74,76
0.994,75,76
0.99396,75,77
0.99392,75,78
0.99388,76,78
0.99384,76,79
0.9938,77,79
0.99376,78,79
0.99372,79,79
0.99368,80,79
0.99364,81,79
0.9936,82,79
0.99356,82,80
0.99352,82,81
0.99348,83,81
0.99344,83,82
0.9934,84,82
0.99336,85,82
0.99332,86,82
0.99328,86,83
0.99324,86,84
0.9932,87,84
0.99316,87,85
0.99312,87,86
0.99308,87,87
0.99304,88,87
0.993,88,88
0.99296,89,88
0.99292,90,88
0.99288,90,89
0.99284,90,90
0.9928,90,91
0.99276,91,91
0.99272,92,91
0.99268,93,91
0.99264,94,91
0.9926,94,92
0.99256,95,92
0.99252,96,92
0.99248,96,93
0.99244,96,94
0.9924,96,95
0.99236,96,96
0.99232,97,96
0.99228,98,96
0.99224,98,97
0.9922,98,98
0.99216,99,98
0.99212,100,98
0.99208,101,98
0.99204,101,99
0.992,101,100
0.99196,101,101
0.99192,102,101
0.99188,102,102
0.99184,102,103
0.9918,103,103
0.99176,104,103
0.99172,105,103
0.99168,105,104
0.99164,105,105
0.9916,105,106
0.99156,106,106
0.99152,107,106
0.99148,107,107
0.99144,107,108
0.9914,107,109
0.99136,108,109
0.99132,108,110
0.99128,108,111
0.99124,109,111
0.9912,110,111
0.99116,111,111
0.99112,111,112
0.99108,111,113
0.99104,112,113
0.991,113,113
0.99096,114,113
0.99092,114,114
0.99088,114,115
0.99084,114,116
0.9908,115,116
0.99076,116,116
0.99072,117,116
0.99068,118,116
0.99064,119,116
0.9906,119,117
0.99056,119,118
0.99052,120,118
0.99048,120,119
0.99044,121,119
0.9904,121,120
0.99036,121,121
0.99032,122,121
0.99028,123,121
0.99024,124,121
0.9902,125,121
0.99016,125,122
0.99012,126,122
0.99008,127,122
0.99004,128,122
0.99,129,122
0.98996,129,123
0.98992,130,123
0.98988,130,124
0.98984,131,124
0.9898,132,124
0.98976,132,125
0.98972,132,126
0.98968,133,126
0.98964,133,127
0.9896,134,127
0.98956,135,127
0.98952,136,127
0.98948,137,127
0.98944,138,127
0.9894,138,128
0.98936,138,129
0.98932,138,130
0.98928,139,130
0.98924,140,130
0.9892,140,131
0.98916,141,131
0.98912,142,131
0.98908,143,131
0.98904,144,131
0.989,145,131
0.98896,145,132
0.98892,145,133
0.98888,146,133
0.98884,146,134
0.9888,147,134
0.98876,148,134
0.98872,148,135
0.98868,149,135
0.98864,150,135
0.9886,151,135
0.98856,151,136
0.98852,152,136
0.98848,153,136
0.98844,153,137
0.9884,154,137
0.98836,155,137
0.98832,155,138
0.98828,155,139
0.98824,156,139
0.9882,156,140
0.98816,156,141
0.98812,156,142
0.98808,156,143
0.98804,156,144
0.988,156,145
0.98796,157,145
0.98792,157,146
0.98788,158,146
0.98784,159,146
0.9878,159,147
0.98776,160,147
0.98772,161,147
0.98768,161,148
0.98764,162,148
0.9876,162,149
0.98756,163,149
0.98752,164,149
0.98748,164,150
0.98744,165,150
0.9874,165,151
0.98736,166,151
0.98732,167,151
0.98728,167,152
0.98724,167,153
0.9872,167,154
0.98716,168,154
0.98712,168,155
0.98708,169,155
0.98704,169,156
0.987,169,157
0.98696,170,157
0.98692,170,158
0.98688,170,159
0.98684,171,159
0.9868,171,160
0.98676,171,161
0.98672,172,161
0.98668,172,162
0.98664,173,162
0.9866,173,163
0.98656,174,163
0.98652,175,163
0.98648,176,163
0.98644,176,164
0.9864,176,165
0.98636,177,165
0.98632,177,166
0.98628,177,167
0.98624,177,168
0.9862,177,169
0.98616,178,169
0.98612,178,170
0.98608,178,171
0.98604,179,171
0.986,180,171
0.98596,181,171
0.98592,181,172
0.98588,181,173
0.98584,182,173
0.9858,183,173
0.98576,184,173
0.98572,184,174
0.98568,185,174
0.98564,186,174
0.9856,187,174
0.98556,188,174
0.98552,188,175
0.98548,189,175
0.98544,190,175
0.9854,191,175
0.98536,192,175
0.98532,192,176
0.98528,193,176
0.98524,193,177
0.9852,194,177
0.98516,194,178
0.98512,195,178
0.98508,195,179
0.98504,196,179
0.985,197,179
0.98496,197,180
0.98492,197,181
0.98488,198,181
0.98484,199,181
0.9848,199,182
0.98476,200,182
0.98472,201,182
0.98468,202,182
0.98464,202,183
0.9846,202,184
0.98456,203,184
0.98452,203,185
0.98448,203,186
0.98444,204,186
0.9844,205,186
0.98436,205,187
0.98432,205,188
0.98428,206,188
0.98424,207,188
0.9842,208,188
0.98416,209,188
0.98412,210,188
0.98408,210,189
0.98404,210,190
0.984,210,191
0.98396,210,192
0.98392,211,192
0.98388,212,192
0.98384,212,193
0.9838,212,194
0.98376,213,194
0.98372,214,194
0.98368,215,194
0.98364,215,195
0.9836,216,195
0.98356,217,195
0.98352,218,195
0.98348,218,196
0.98344,218,197
0.9834,219,197
